location name,latitude,longitude,start year,end time,title,description
Site_710,29.7684146,34.96017158,-10000,-5800,Cultic,https://timna-database.wikibase.cloud/entity/Q655
Site_710,29.7684146,34.96017158,-1500,-1200,Cultic,https://timna-database.wikibase.cloud/entity/Q655
Site_710,29.7684146,34.96017158,-1200,-1000,Cultic,https://timna-database.wikibase.cloud/entity/Q655
Site_710,29.7684146,34.96017158,-10000,-5800,Burial,https://timna-database.wikibase.cloud/entity/Q655
Site_710,29.7684146,34.96017158,-1500,-1200,Burial,https://timna-database.wikibase.cloud/entity/Q655
Site_710,29.7684146,34.96017158,-1200,-1000,Burial,https://timna-database.wikibase.cloud/entity/Q655
Site_710,29.7684146,34.96017158,-10000,-5800,Petroglyph,https://timna-database.wikibase.cloud/entity/Q655
Site_710,29.7684146,34.96017158,-1500,-1200,Petroglyph,https://timna-database.wikibase.cloud/entity/Q655
Site_710,29.7684146,34.96017158,-1200,-1000,Petroglyph,https://timna-database.wikibase.cloud/entity/Q655
Site_710,29.7684146,34.96017158,-10000,-5800,Unknown,https://timna-database.wikibase.cloud/entity/Q655
Site_710,29.7684146,34.96017158,-1500,-1200,Unknown,https://timna-database.wikibase.cloud/entity/Q655
Site_710,29.7684146,34.96017158,-1200,-1000,Unknown,https://timna-database.wikibase.cloud/entity/Q655
Site_022,29.78245022,34.92745837,-10000,-5800,Mining_Shaft,https://timna-database.wikibase.cloud/entity/Q562
Site_022,29.78245022,34.92745837,-5800,-3600,Mining_Shaft,https://timna-database.wikibase.cloud/entity/Q562
Site_022,29.78245022,34.92745837,-3600,-2000,Mining_Shaft,https://timna-database.wikibase.cloud/entity/Q562
Site_022,29.78245022,34.92745837,-1500,-1200,Mining_Shaft,https://timna-database.wikibase.cloud/entity/Q562
Site_022,29.78245022,34.92745837,-1200,-1000,Mining_Shaft,https://timna-database.wikibase.cloud/entity/Q562
Site_022,29.78245022,34.92745837,-10000,-5800,Mining,https://timna-database.wikibase.cloud/entity/Q562
Site_022,29.78245022,34.92745837,-5800,-3600,Mining,https://timna-database.wikibase.cloud/entity/Q562
Site_022,29.78245022,34.92745837,-3600,-2000,Mining,https://timna-database.wikibase.cloud/entity/Q562
Site_022,29.78245022,34.92745837,-1500,-1200,Mining,https://timna-database.wikibase.cloud/entity/Q562
Site_022,29.78245022,34.92745837,-1200,-1000,Mining,https://timna-database.wikibase.cloud/entity/Q562
Site_710,29.7684146,34.96017158,-10000,-5800,Pottery_Scatter,https://timna-database.wikibase.cloud/entity/Q655
Site_710,29.7684146,34.96017158,-1500,-1200,Pottery_Scatter,https://timna-database.wikibase.cloud/entity/Q655
Site_710,29.7684146,34.96017158,-1200,-1000,Pottery_Scatter,https://timna-database.wikibase.cloud/entity/Q655
Site_710,29.7684146,34.96017158,-10000,-5800,Flint_Scatter,https://timna-database.wikibase.cloud/entity/Q655
Site_710,29.7684146,34.96017158,-1500,-1200,Flint_Scatter,https://timna-database.wikibase.cloud/entity/Q655
Site_710,29.7684146,34.96017158,-1200,-1000,Flint_Scatter,https://timna-database.wikibase.cloud/entity/Q655
Site_710,29.7684146,34.96017158,-10000,-5800,Stone_Feature,https://timna-database.wikibase.cloud/entity/Q655
Site_710,29.7684146,34.96017158,-1500,-1200,Stone_Feature,https://timna-database.wikibase.cloud/entity/Q655
Site_710,29.7684146,34.96017158,-1200,-1000,Stone_Feature,https://timna-database.wikibase.cloud/entity/Q655
Site_710,29.7684146,34.96017158,-10000,-5800,Unknown,https://timna-database.wikibase.cloud/entity/Q655
Site_710,29.7684146,34.96017158,-1500,-1200,Unknown,https://timna-database.wikibase.cloud/entity/Q655
Site_710,29.7684146,34.96017158,-1200,-1000,Unknown,https://timna-database.wikibase.cloud/entity/Q655
Site_022,29.78245022,34.92745837,-10000,-5800,Mining_Field,https://timna-database.wikibase.cloud/entity/Q562
Site_022,29.78245022,34.92745837,-5800,-3600,Mining_Field,https://timna-database.wikibase.cloud/entity/Q562
Site_022,29.78245022,34.92745837,-3600,-2000,Mining_Field,https://timna-database.wikibase.cloud/entity/Q562
Site_022,29.78245022,34.92745837,-1500,-1200,Mining_Field,https://timna-database.wikibase.cloud/entity/Q562
Site_022,29.78245022,34.92745837,-1200,-1000,Mining_Field,https://timna-database.wikibase.cloud/entity/Q562
Site_022,29.78245022,34.92745837,-10000,-5800,Stone_Feature,https://timna-database.wikibase.cloud/entity/Q562
Site_022,29.78245022,34.92745837,-5800,-3600,Stone_Feature,https://timna-database.wikibase.cloud/entity/Q562
Site_022,29.78245022,34.92745837,-3600,-2000,Stone_Feature,https://timna-database.wikibase.cloud/entity/Q562
Site_022,29.78245022,34.92745837,-1500,-1200,Stone_Feature,https://timna-database.wikibase.cloud/entity/Q562
Site_022,29.78245022,34.92745837,-1200,-1000,Stone_Feature,https://timna-database.wikibase.cloud/entity/Q562
Site_023,29.78786567,34.92878794,-1500,-1200,Mining_Field,https://timna-database.wikibase.cloud/entity/Q554
Site_023,29.78786567,34.92878794,-1200,-1000,Mining_Field,https://timna-database.wikibase.cloud/entity/Q554
Site_023,29.78786567,34.92878794,-1500,-1200,Mining_Shaft,https://timna-database.wikibase.cloud/entity/Q554
Site_023,29.78786567,34.92878794,-1200,-1000,Mining_Shaft,https://timna-database.wikibase.cloud/entity/Q554
Site_023,29.78786567,34.92878794,-1500,-1200,Mining,https://timna-database.wikibase.cloud/entity/Q554
Site_023,29.78786567,34.92878794,-1200,-1000,Mining,https://timna-database.wikibase.cloud/entity/Q554
